ticker,cap_group,end_date,year,Revenues,RevenueFromContractWithCustomerExcludingAssessedTax,SalesRevenueNet,CostOfRevenue,CostOfGoodsAndServicesSold,GrossProfit,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,OperatingExpenses,OperatingIncomeLoss,InterestExpense,InterestAndDebtExpense,NonoperatingIncomeExpense,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,EarningsPerShareBasic,EarningsPerShareDiluted,WeightedAverageNumberOfSharesOutstandingBasic,WeightedAverageNumberOfDilutedSharesOutstanding,DepreciationAndAmortization,DepreciationDepletionAndAmortization,AmortizationOfIntangibleAssets,ShareBasedCompensation,Assets,AssetsCurrent,AssetsNoncurrent,CashAndCashEquivalentsAtCarryingValue,CashCashEquivalentsAndShortTermInvestments,ShortTermInvestments,AvailableForSaleSecuritiesCurrent,AccountsReceivableNetCurrent,InventoryNet,PrepaidExpenseAndOtherAssetsCurrent,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill,LongTermInvestments,OtherAssetsNoncurrent,Liabilities,LiabilitiesCurrent,LiabilitiesNoncurrent,AccountsPayableCurrent,AccruedLiabilitiesCurrent,DeferredRevenueCurrent,ShortTermBorrowings,LongTermDebt,LongTermDebtCurrent,LongTermDebtNoncurrent,DeferredTaxLiabilitiesNoncurrent,OtherLiabilitiesNoncurrent,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,CommonStocksIncludingAdditionalPaidInCapital,AdditionalPaidInCapital,RetainedEarningsAccumulatedDeficit,AccumulatedOtherComprehensiveIncomeLossNetOfTax,TreasuryStockValue,CommonStockSharesOutstanding,CommonStockSharesIssued,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,PaymentsToAcquirePropertyPlantAndEquipment,PaymentsToAcquireBusinessesNetOfCashAcquired,PaymentsToAcquireInvestments,ProceedsFromSaleAndMaturityOfMarketableSecurities,PaymentsForRepurchaseOfCommonStock,PaymentsOfDividends,ProceedsFromIssuanceOfLongTermDebt,RepaymentsOfLongTermDebt,ProceedsFromRepaymentsOfShortTermDebt,CashAndCashEquivalentsPeriodIncreaseDecrease,EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents
IBM,large_cap,2022-12-31,2022,,,,,,,,,,,,,,,,,,,,,,,,,,127243000000.0,29118000000.0,,7886000000.0,,,,6541000000.0,1552000000.0,2611000000.0,5334000000.0,55949000000.0,,,,105222000000.0,31505000000.0,,4051000000.0,,12032000000.0,4760000000.0,,,46189000000.0,,12243000000.0,21944000000.0,22021000000.0,58343000000.0,,149825000000.0,-16740000000.0,,,2257116920.0,,,,,,,,,,,,,,,,,
IBM,large_cap,2023-03-31,2023,14252000000.0,,,6743000000.0,,7509000000.0,1655000000.0,4853000000.0,,,367000000.0,,,1058000000.0,124000000.0,927000000.0,927000000.0,1.02,1.01,907526887.0,917845279.0,,,547000000.0,268000000.0,133637000000.0,35982000000.0,,9337000000.0,,,,5757000000.0,1603000000.0,2501000000.0,5344000000.0,56193000000.0,,,,111964000000.0,30993000000.0,,3728000000.0,,13220000000.0,4887000000.0,,,53826000000.0,,12099000000.0,21604000000.0,21672000000.0,58675000000.0,,149253000000.0,-16780000000.0,,,2259497847.0,3774000000.0,,-7960000000.0,,5708000000.0,,300000000.0,22000000.0,8531000000.0,,,,,,,,24000000.0
IBM,large_cap,2023-06-30,2023,29727000000.0,,,13717000000.0,,16010000000.0,3342000000.0,9754000000.0,,,790000000.0,,,3058000000.0,543000000.0,2511000000.0,,2.76,2.73,908691415.0,918648888.0,,,1104000000.0,556000000.0,132213000000.0,34458000000.0,,9394000000.0,,,,5673000000.0,1501000000.0,2730000000.0,5443000000.0,56385000000.0,,,,109942000000.0,32513000000.0,,3732000000.0,,12712000000.0,6785000000.0,,,50691000000.0,,12103000000.0,22201000000.0,22271000000.0,58963000000.0,,149318000000.0,-16499000000.0,,,2262697191.0,6412000000.0,,-7953000000.0,,2978000000.0,,664000000.0,356000000.0,9260000000.0,,,,,,,,-1000000.0
IBM,large_cap,2023-09-30,2023,44479000000.0,,,20446000000.0,,24033000000.0,5027000000.0,14212000000.0,,,1202000000.0,,,4931000000.0,702000000.0,4214000000.0,,4.63,4.58,910057739.0,920323692.0,,,1676000000.0,843000000.0,129321000000.0,27705000000.0,,7257000000.0,,,,5330000000.0,1399000000.0,2582000000.0,5369000000.0,59596000000.0,,,,106165000000.0,30606000000.0,,3342000000.0,,11917000000.0,6414000000.0,,,48828000000.0,,12081000000.0,23081000000.0,23156000000.0,59313000000.0,,149506000000.0,-16098000000.0,,,2265198427.0,9468000000.0,,-9906000000.0,,-154000000.0,,945000000.0,4945000000.0,10374000000.0,,,,,,,,-120000000.0
IBM,large_cap,2023-12-31,2023,,,,,,,,,,,,,,,,,,,,,,,,,,135241000000.0,32908000000.0,,13068000000.0,,,,7214000000.0,1161000000.0,2639000000.0,,60178000000.0,,,,112628000000.0,34122000000.0,,4132000000.0,,13451000000.0,6426000000.0,,,50121000000.0,,11475000000.0,22533000000.0,22613000000.0,59643000000.0,,151276000000.0,-18761000000.0,,,2266911160.0,,,,,,,,,,,,,,,,,
IBM,large_cap,2024-03-31,2024,14462000000.0,,,6719000000.0,,7742000000.0,1796000000.0,4974000000.0,,,432000000.0,,,1074000000.0,-502000000.0,1605000000.0,1605000000.0,1.75,1.72,917178779.0,933431312.0,,,598000000.0,320000000.0,137169000000.0,36663000000.0,,14603000000.0,,,,6041000000.0,1212000000.0,2804000000.0,,59534000000.0,,,,113836000000.0,32397000000.0,,3588000000.0,,14051000000.0,5471000000.0,,,54033000000.0,,10914000000.0,23261000000.0,23333000000.0,60145000000.0,,151362000000.0,-18488000000.0,,,2271074279.0,4168000000.0,,-4210000000.0,,1877000000.0,,239000000.0,82000000.0,4934000000.0,,,,,,,,-159000000.0
IBM,large_cap,2024-06-30,2024,30231000000.0,,,13539000000.0,,16692000000.0,3637000000.0,9912000000.0,,,859000000.0,,,3293000000.0,-112000000.0,3439000000.0,3439000000.0,3.74,3.68,918733160.0,933914454.0,,,1205000000.0,636000000.0,133848000000.0,33299000000.0,,12210000000.0,,,,5769000000.0,1234000000.0,2784000000.0,,59416000000.0,,,,109745000000.0,29648000000.0,,3631000000.0,,13643000000.0,3602000000.0,,,52929000000.0,,10932000000.0,24026000000.0,24103000000.0,60501000000.0,,151659000000.0,-18319000000.0,,,2273721246.0,6234000000.0,,-1971000000.0,,-2638000000.0,,459000000.0,235000000.0,5596000000.0,,,,,,,,-236000000.0
IBM,large_cap,2024-09-30,2024,45199000000.0,,,20087000000.0,,25112000000.0,5512000000.0,14823000000.0,,,1288000000.0,,,2491000000.0,-597000000.0,3109000000.0,3109000000.0,3.38,3.32,920347948.0,935425233.0,,,1910000000.0,966000000.0,134339000000.0,30543000000.0,,13197000000.0,,,,5390000000.0,1367000000.0,2408000000.0,,61092000000.0,,,,109809000000.0,28853000000.0,,3274000000.0,,12882000000.0,3599000000.0,,,52980000000.0,,11186000000.0,24448000000.0,24530000000.0,61013000000.0,,149789000000.0,-16418000000.0,,,2277669454.0,9115000000.0,,-3558000000.0,,-5403000000.0,,745000000.0,2748000000.0,6501000000.0,,,,,,,,-29000000.0
IBM,large_cap,2024-12-31,2024,,,,,,,,,,,,,,,,,,,,,,,,,,137175000000.0,34482000000.0,,13947000000.0,,,,6804000000.0,1289000000.0,2520000000.0,,60706000000.0,,,,109783000000.0,33142000000.0,,4032000000.0,,13907000000.0,5089000000.0,,,49884000000.0,,11048000000.0,27307000000.0,27393000000.0,61380000000.0,,151163000000.0,-15269000000.0,,,2279164313.0,,,,,,,,,,,,,,,,,
IDCC,small_cap,2010-03-31,2010,116187000.0,,116187000.0,,,,16164000.0,7519000.0,41506000.0,74681000.0,,,,,26454000.0,48827000.0,,1.12,1.1,43614000.0,44383000.0,,5482000.0,,1442000.0,,,,214368000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72702000.0,,-76420000.0,,7223000.0,,442000.0,,,,,,,,,3505000.0,
IDCC,small_cap,2010-06-30,2010,91153000.0,,207340000.0,,,,32528000.0,14527000.0,79585000.0,127755000.0,,,,,45454000.0,34963000.0,83790000.0,0.8,0.78,43794000.0,44546000.0,,10803000.0,,2634000.0,944724000.0,723170000.0,221554000.0,217431000.0,,268364000.0,,159086000.0,,,9265000.0,,125798000.0,,44858000.0,679214000.0,252492000.0,,9328000.0,,169855000.0,,,291000.0,327000.0,,9143000.0,265510000.0,,,,330561000.0,317000.0,569247000.0,45032000.0,68602000.0,81548000.0,,-84353000.0,,9373000.0,,1088000.0,,,,,0.0,,,,6568000.0,
IDCC,small_cap,2010-09-30,2010,91923000.0,,299263000.0,,,,49985000.0,21750000.0,117037000.0,182226000.0,,,,,64966000.0,35515000.0,119305000.0,0.81,0.79,43889000.0,44635000.0,,16455000.0,,3934000.0,913663000.0,642002000.0,271661000.0,313620000.0,,249960000.0,,29802000.0,,,8350000.0,,127493000.0,,44824000.0,608317000.0,224416000.0,,9546000.0,,157997000.0,,,286000.0,254000.0,,10504000.0,305346000.0,,,,366076000.0,284000.0,569247000.0,44194000.0,67764000.0,163144000.0,,-72762000.0,,12375000.0,,1738000.0,,,,0.0,0.0,,,,102757000.0,
IDCC,small_cap,2010-12-31,2010,95282000.0,,,,,,,,,,,,,,,34311000.0,,0.77,0.76,,,,,,,874643000.0,619556000.0,255087000.0,215451000.0,,326218000.0,,33632000.0,,9119000.0,8344000.0,,,,44684000.0,521527000.0,178560000.0,,7572000.0,,134804000.0,,180000.0,288000.0,180000.0,,10613000.0,353116000.0,,,525767000.0,395799000.0,111000.0,569247000.0,45032000.0,68602000.0,,,,,,,,,,,,,,,,,
IDCC,small_cap,2011-03-31,2011,78458000.0,,78458000.0,,,,17424000.0,7780000.0,41152000.0,37306000.0,,,,,13025000.0,23339000.0,,0.52,0.51,45306000.0,45872000.0,,5842000.0,,1676000.0,839432000.0,611493000.0,227939000.0,200117000.0,,327324000.0,,22576000.0,,,7892000.0,,,,43282000.0,462728000.0,160236000.0,,5739000.0,,132923000.0,,,318000.0,104000.0,,12605000.0,376704000.0,,,,414506000.0,123000.0,569247000.0,45347000.0,68917000.0,-5207000.0,,-8731000.0,,-1396000.0,,931000.0,,,,0.0,4526000.0,,,,-15334000.0,
IDCC,small_cap,2011-06-30,2011,69873000.0,,,,,,33187000.0,15327000.0,,67113000.0,,,,,22295000.0,17156000.0,40495000.0,0.38,0.37,45338000.0,45858000.0,,11751000.0,,3367000.0,1040022000.0,793451000.0,246571000.0,379589000.0,,321524000.0,,,,10850000.0,7609000.0,,,,47904000.0,618381000.0,164780000.0,,,,132962000.0,,188822000.0,301000.0,,,14228000.0,421641000.0,,,563128000.0,,44000.0,569247000.0,45398000.0,68968000.0,-31257000.0,,-10095000.0,,205490000.0,,1826000.0,,,,0.0,9062000.0,,,,164138000.0,
IDCC,small_cap,2011-09-30,2011,76455000.0,,,,,,50202000.0,24714000.0,,99266000.0,,,,,25093000.0,26206000.0,66701000.0,0.58,0.57,45380000.0,46000000.0,,17726000.0,,6036000.0,1022012000.0,782059000.0,239953000.0,409653000.0,,280938000.0,,,,31478000.0,7450000.0,,,,28276000.0,573422000.0,167626000.0,,,,133467000.0,,190630000.0,254000.0,,,9390000.0,448590000.0,,,568985000.0,,-429000.0,569247000.0,45492000.0,69062000.0,-32560000.0,,22764000.0,,203998000.0,,2523000.0,,,,0.0,13602000.0,,,,194202000.0,
IDCC,small_cap,2011-12-31,2011,76956000.0,,,,,,,,,,,,,,,22767000.0,,0.5,0.49,,,,,,,996968000.0,768887000.0,228081000.0,342211000.0,,335783000.0,,,,8824000.0,7997000.0,,,,28011000.0,525286000.0,173153000.0,,,,134087000.0,,192529000.0,180000.0,192529000.0,,5651000.0,471682000.0,,,573950000.0,,-439000.0,569247000.0,40940000.0,69350000.0,,,,,,,,,,,,,,,,,
IDCC,small_cap,2012-03-31,2012,69305000.0,,,,,,17489000.0,9183000.0,,19405000.0,3663000.0,,,,5741000.0,10930000.0,,0.24,0.24,45401000.0,45946000.0,,6287000.0,,1572000.0,932417000.0,705843000.0,226574000.0,268628000.0,,347374000.0,,,,6239000.0,7229000.0,,,,27550000.0,479145000.0,141558000.0,,,,108212000.0,,194427000.0,104000.0,194400000.0,,2479000.0,453272000.0,,,573708000.0,,298000.0,594572000.0,45062000.0,69293000.0,-25705000.0,,-19614000.0,,-28264000.0,,531000.0,,0.0,,25325000.0,4570000.0,,,,-73583000.0,
IDCC,small_cap,2012-06-30,2012,71871000.0,,,,,,34666000.0,20103000.0,,36979000.0,7390000.0,,,,-11158000.0,9673000.0,20603000.0,0.22,0.22,44639000.0,44946000.0,,12586000.0,,3135000.0,860265000.0,622526000.0,237739000.0,520892000.0,,355134000.0,,,,8624000.0,6952000.0,,,,26970000.0,452158000.0,165427000.0,,,,117877000.0,,196400000.0,0.0,196392000.0,,2922000.0,408107000.0,,,575681000.0,,298000.0,646992000.0,43384000.0,69341000.0,-41330000.0,,-47111000.0,,-84785000.0,,1030000.0,,0.0,,77745000.0,9040000.0,,,,-173226000.0,
IDCC,small_cap,2012-09-30,2012,434010000.0,,,,,,51041000.0,28968000.0,,400198000.0,11119000.0,,,,-136000000.0,235669000.0,256272000.0,5.61,5.56,43761000.0,44072000.0,,19213000.0,,4637000.0,1115606000.0,881663000.0,233943000.0,520892000.0,,260435000.0,,,,8859000.0,7079000.0,,,,26554000.0,548652000.0,279666000.0,,,,94664000.0,,198400000.0,0.0,198357000.0,,3377000.0,566954000.0,,,577240000.0,,1007000.0,721941000.0,40940000.0,69350000.0,300422000.0,,42302000.0,,-164043000.0,,1979000.0,,0.0,,152694000.0,13388000.0,,,,178681000.0,
IDCC,small_cap,2012-12-31,2012,87877000.0,,,,,,,,,,,,,,,15532000.0,,0.38,0.38,,,,,,,1056609000.0,814347000.0,242262000.0,349843000.0,,227436000.0,,,,30197000.0,7824000.0,,,,26194000.0,537904000.0,172913000.0,,,,106305000.0,,200400000.0,,200391000.0,,2780000.0,518705000.0,518705000.0,,579852000.0,,864000.0,721941000.0,,,,,,,,,,,,,,,,,,,
IDCC,small_cap,2013-03-31,2013,47363000.0,,,,,,16146000.0,7842000.0,,-15044000.0,3797000.0,,,,11621000.0,-12269000.0,,-0.3,-0.3,41138000.0,41138000.0,,7979000.0,,5518000.0,1014687000.0,761514000.0,253173000.0,368688000.0,,267120000.0,,,,31039000.0,7318000.0,,,,19590000.0,509039000.0,164338000.0,,,,111949000.0,,202400000.0,,202425000.0,,0.0,506282000.0,505648000.0,,583755000.0,,1019000.0,721941000.0,40940000.0,69350000.0,76238000.0,,-57742000.0,,349000.0,,429000.0,,445000.0,,0.0,0.0,,,,18845000.0,
IDCC,small_cap,2013-06-30,2013,67692000.0,,,,,,29623000.0,16201000.0,,-2352000.0,7667000.0,,,,-4636000.0,9238000.0,-3031000.0,0.22,0.22,41150000.0,41150000.0,,16212000.0,,7791000.0,1153903000.0,903878000.0,250025000.0,459023000.0,,310769000.0,,,,31416000.0,7195000.0,,,,19087000.0,635675000.0,166047000.0,,,,116858000.0,,204500000.0,,204530000.0,,0.0,514393000.0,518228000.0,,586700000.0,,1112000.0,721941000.0,41180000.0,69590000.0,219750000.0,,-112880000.0,,2310000.0,,1180000.0,,445000.0,,0.0,4115000.0,,,,109180000.0,
IDCC,small_cap,2013-09-30,2013,110623000.0,,,,,,45395000.0,25138000.0,,46776000.0,11535000.0,,,,15432000.0,26660000.0,23629000.0,0.65,0.64,41162000.0,41467000.0,,24063000.0,,11835000.0,1129585000.0,879294000.0,250291000.0,555543000.0,,201299000.0,,,,30519000.0,8970000.0,,,,18635000.0,582261000.0,126547000.0,,,,71225000.0,,206600000.0,,206635000.0,,90000.0,542764000.0,547324000.0,,593564000.0,,154000.0,721941000.0,,,218720000.0,,-12660000.0,,-360000.0,,2732000.0,,445000.0,,0.0,8233000.0,,,,205700000.0,
IDCC,small_cap,2013-12-31,2013,99683000.0,,,,,,,,,,,,,,,14536000.0,,0.35,0.35,,,,,,,1113183000.0,857514000.0,255669000.0,497714000.0,,200737000.0,,,,40036000.0,9535000.0,,,,3137000.0,579363000.0,126438000.0,,,,60176000.0,,208800000.0,,208813000.0,,248000.0,528650000.0,533820000.0,,598325000.0,,-14000.0,751075000.0,40288000.0,69614000.0,,,,,,,,,,,,,,,,,
IDCC,small_cap,2014-03-31,2014,57844000.0,,,,,,15887000.0,8304000.0,,-41000.0,3943000.0,,,,-1450000.0,-1861000.0,,-0.05,-0.05,40444000.0,40444000.0,,9351000.0,,2109000.0,1080359000.0,815446000.0,264913000.0,391453000.0,,293140000.0,,,,38566000.0,9098000.0,,,,2299000.0,551097000.0,105846000.0,,,,58538000.0,,211000000.0,,210992000.0,,904000.0,523511000.0,529262000.0,,599493000.0,,-402000.0,751075000.0,38474000.0,69614000.0,-2859000.0,,-102107000.0,,-1295000.0,,1220000.0,,0.0,,0.0,4043000.0,,,,-106261000.0,
IDCC,small_cap,2014-06-30,2014,194234000.0,,,,,,38788000.0,19993000.0,,128331000.0,7962000.0,,,,45208000.0,78901000.0,,1.95,1.93,40444000.0,40643000.0,,18372000.0,,9721000.0,1423329000.0,1117091000.0,306238000.0,383046000.0,,289856000.0,,,,43177000.0,9369000.0,,,,2167000.0,823005000.0,245423000.0,,,,127466000.0,,213200000.0,,213247000.0,,988000.0,594087000.0,600324000.0,,607231000.0,,368000.0,759530000.0,,,30281000.0,,-132506000.0,,-12443000.0,,1466000.0,,0.0,,8454000.0,8088000.0,,,,-114668000.0,
IDCC,small_cap,2014-09-30,2014,77622000.0,,,,,,57860000.0,29279000.0,,143672000.0,11978000.0,,,,44747000.0,13512000.0,,0.34,0.34,40166000.0,40556000.0,,30722000.0,,13458000.0,1297394000.0,959993000.0,337401000.0,368799000.0,,363893000.0,,,,47768000.0,9314000.0,,,,2064000.0,767152000.0,217689000.0,,,,127746000.0,,215500000.0,,215502000.0,,1692000.0,523607000.0,530242000.0,,611251000.0,,-168000.0,839097000.0,,,186029000.0,,-216214000.0,,-98730000.0,,3196000.0,,0.0,,88022000.0,16120000.0,,,,-128915000.0,
IDCC,small_cap,2014-12-31,2014,86121000.0,,,,,,,,,,,,,,,13790000.0,,0.37,0.36,,,,,,,1192962000.0,841876000.0,351086000.0,428567000.0,,275361000.0,,,,32227000.0,12546000.0,,,,1217000.0,717285000.0,205169000.0,,,,124695000.0,,,0.0,216206000.0,,2568000.0,468328000.0,475677000.0,,614162000.0,,118000.0,903700000.0,36920000.0,69800000.0,,,,,,,,,,,,,,,,,
IDCC,small_cap,2015-03-31,2015,110378000.0,,,,,,17991000.0,9518000.0,,51244000.0,5474000.0,,,,17676000.0,29065000.0,,0.79,0.78,36954000.0,37329000.0,,11640000.0,,2978000.0,1457773000.0,1117116000.0,340657000.0,687200000.0,,223981000.0,,,,36701000.0,10836000.0,,,,956000.0,973436000.0,385664000.0,,,,113245000.0,,,218866000.0,250674000.0,,3960000.0,476446000.0,484337000.0,,651344000.0,,113000.0,954431000.0,36226000.0,70058000.0,1771000.0,,22110000.0,,234752000.0,,838000.0,,,,50731000.0,7433000.0,,0.0,,258633000.0,
IDCC,small_cap,2015-06-30,2015,118551000.0,,,,,,36317000.0,19953000.0,,109822000.0,13624000.0,,,,36553000.0,32602000.0,,0.91,0.89,36486000.0,36883000.0,,23423000.0,,6299000.0,1461122000.0,1117194000.0,343928000.0,507036000.0,,400559000.0,,,,32473000.0,11479000.0,,,,805000.0,968291000.0,398353000.0,,,,110198000.0,,,221607000.0,253593000.0,,3753000.0,484311000.0,492831000.0,,653892000.0,,126000.0,974272000.0,35921000.0,70118000.0,27066000.0,,-162702000.0,,214105000.0,,1329000.0,,,,70572000.0,14665000.0,,0.0,,78469000.0,
IDCC,small_cap,2015-09-30,2015,100408000.0,,,,,,52935000.0,29993000.0,,155209000.0,21954000.0,,,,50044000.0,24520000.0,,0.68,0.68,36257000.0,36658000.0,,35314000.0,,9691000.0,1448692000.0,1086280000.0,362412000.0,477643000.0,,389801000.0,,,,33884000.0,11072000.0,,,,7430000.0,957082000.0,406582000.0,,,,116352000.0,,,224348000.0,256560000.0,,3840000.0,486323000.0,491610000.0,,657322000.0,,-6000.0,992752000.0,35555000.0,70124000.0,27722000.0,,-167057000.0,,188411000.0,,1835000.0,,,,89052000.0,21844000.0,,0.0,,49076000.0,
IDCC,small_cap,2015-12-31,2015,112098000.0,,,,,,,,,,,,,,,33038000.0,,0.93,0.92,,,,,,,1474485000.0,1010967000.0,463518000.0,510207000.0,,423501000.0,,,,23391000.0,12148000.0,,,,13219000.0,952590000.0,399973000.0,,,,106229000.0,,,227174000.0,259595000.0,,3983000.0,510519000.0,521895000.0,,663073000.0,,-178000.0,1000110000.0,35414000.0,70130000.0,,,,,,,,,,,,,,,,,
IDCC,small_cap,2016-03-31,2016,107764000.0,,,,,,20269000.0,11972000.0,,48356000.0,8489000.0,,,,14068000.0,28071000.0,,0.8,0.79,35045000.0,35377000.0,,12876000.0,,6643000.0,1274661000.0,798096000.0,476565000.0,524307000.0,,134387000.0,,,,24794000.0,12802000.0,,,,13312000.0,769493000.0,171225000.0,,,,109951000.0,,,0.0,262635000.0,,4471000.0,494712000.0,505168000.0,,666426000.0,,74000.0,1040509000.0,34663000.0,70249000.0,19638000.0,,275334000.0,,-280872000.0,,1594000.0,,,,40399000.0,7068000.0,,230000000.0,,14100000.0,
IDCC,small_cap,2016-06-30,2016,75915000.0,,,,,,34878000.0,21910000.0,,71439000.0,4277000.0,,,,-2584000.0,39994000.0,,1.16,1.14,34772000.0,35161000.0,,25942000.0,,10580000.0,1469711000.0,966481000.0,503230000.0,601388000.0,,212510000.0,,,,48402000.0,11583000.0,,,,15224000.0,946553000.0,371375000.0,,,,309340000.0,,,0.0,265728000.0,,10775000.0,513667000.0,523158000.0,,670893000.0,,210000.0,1059105000.0,34351000.0,70269000.0,210992000.0,,186272000.0,,-306083000.0,,2266000.0,,,,58995000.0,13991000.0,,230000000.0,,91181000.0,
IDCC,small_cap,2016-09-30,2016,208307000.0,,,,,,50438000.0,31790000.0,,228157000.0,4304000.0,,,,46813000.0,104466000.0,,3.05,2.99,34607000.0,35091000.0,,39150000.0,,15301000.0,1442850000.0,974738000.0,468112000.0,139073000.0,,594387000.0,,,,46306000.0,11282000.0,,,,15299000.0,827578000.0,238243000.0,,,,175673000.0,,,0.0,268847000.0,,10975000.0,606724000.0,615272000.0,,675825000.0,,24000.0,1064795000.0,34282000.0,70303000.0,200864000.0,,-205309000.0,,-318600000.0,,3477000.0,,,,64685000.0,20849000.0,,230000000.0,,-323045000.0,
IDCC,small_cap,2016-12-31,2016,273868000.0,,,,,,,,,,,,,,,136470000.0,,3.98,3.85,,,,,,,1727853000.0,1221119000.0,506734000.0,404074000.0,,548687000.0,,,,39894000.0,12626000.0,,,,33808000.0,973485000.0,425480000.0,,,,360192000.0,,,,272021000.0,,14971000.0,739709000.0,754368000.0,,683549000.0,,-514000.0,1064795000.0,34298000.0,70318000.0,,,,,,,,,,,,,,,,,
IDCC,small_cap,2017-03-31,2017,94530000.0,,,,,,19781000.0,13901000.0,,33968000.0,4386000.0,,,,-1624000.0,33756000.0,,0.98,0.93,34370000.0,36220000.0,,14528000.0,,5317000.0,1865388000.0,1342235000.0,523153000.0,139073000.0,,747067000.0,,,,53562000.0,12033000.0,,,,34069000.0,1105247000.0,414665000.0,,,,328324000.0,,,,275222000.0,,16400000.0,746460000.0,805656000.0,,667152000.0,,-559000.0,1064795000.0,34679000.0,70699000.0,-25855000.0,,-206981000.0,,-32165000.0,,268000.0,,,,0.0,10292000.0,,0.0,,-265001000.0,
IDCC,small_cap,2017-06-30,2017,135779000.0,,,,,,38879000.0,26402000.0,,114916000.0,8828000.0,,,,25450000.0,52499000.0,,1.51,1.46,34528000.0,36103000.0,,28255000.0,,9978000.0,1838899000.0,1336021000.0,502878000.0,180952000.0,,704435000.0,,,,51590000.0,11319000.0,,,,33908000.0,1033243000.0,379678000.0,,,,294876000.0,,,,278479000.0,,16717000.0,792930000.0,805656000.0,,671783000.0,,-601000.0,1064795000.0,34709000.0,70729000.0,-6408000.0,,-173912000.0,,-42802000.0,,825000.0,,,,0.0,20694000.0,,0.0,,-223122000.0,
IDCC,small_cap,2017-09-30,2017,97325000.0,,,,,,56172000.0,39042000.0,,155791000.0,13308000.0,,,,29413000.0,35536000.0,,1.02,1.0,34589000.0,35865000.0,,42809000.0,,13901000.0,1936122000.0,1420304000.0,515818000.0,283557000.0,,683655000.0,,,,52966000.0,11097000.0,,,,37074000.0,1104106000.0,440439000.0,,,,351012000.0,,,,281774000.0,,8844000.0,820101000.0,832016000.0,,675872000.0,,-695000.0,1064795000.0,34710000.0,70730000.0,98341000.0,,-165597000.0,,-53261000.0,,942000.0,0.0,,,0.0,31107000.0,,0.0,,-120517000.0,
IDCC,small_cap,2017-12-31,2017,205304000.0,,,,,,,,,,,,,,,52502000.0,,1.52,1.48,,,,,,,1854420000.0,1395794000.0,458626000.0,433014000.0,,724981000.0,,,,21506000.0,10673000.0,16033000.0,,,37963000.0,981272000.0,376441000.0,,,,307142000.0,,,,285126000.0,,10034000.0,873148000.0,873148000.0,,680040000.0,1257632000.0,-2083000.0,-1072488000.0,34622000.0,70749000.0,,,,,,,,,,,,,,,,,
IDCC,small_cap,2018-03-31,2018,87444000.0,87444000.0,,,,,16174000.0,14204000.0,,30150000.0,4565000.0,,,,-4915000.0,30230000.0,,0.87,0.85,34641000.0,35606000.0,,14699000.0,,816000.0,1626158000.0,1208398000.0,417760000.0,417481000.0,,699136000.0,,,,24992000.0,10185000.0,,,,47664000.0,590426000.0,126190000.0,,,,75652000.0,,,,288506000.0,,9764000.0,1019047000.0,1035732000.0,,672692000.0,1437283000.0,-4279000.0,1078512000.0,34746000.0,70957000.0,-595000.0,,11518000.0,,-26456000.0,,399000.0,,,,6024000.0,12155000.0,,,,-15533000.0,
IDCC,small_cap,2018-06-30,2018,69555000.0,69555000.0,,,,,32003000.0,25763000.0,,45830000.0,18203000.0,,,,-3858000.0,10966000.0,,0.32,0.31,34705000.0,35619000.0,,29338000.0,,2637000.0,1619650000.0,1200519000.0,419131000.0,523779000.0,,576782000.0,,,,21970000.0,10575000.0,,,,50219000.0,583426000.0,128297000.0,,,,76777000.0,,,,291947000.0,,9886000.0,1020469000.0,1036224000.0,,678434000.0,1435994000.0,-3903000.0,1081660000.0,34808000.0,71059000.0,6232000.0,,122482000.0,,-37949000.0,,1542000.0,,,,9172000.0,24319000.0,,0.0,,90765000.0,
IDCC,small_cap,2018-09-30,2018,75079000.0,75079000.0,,,,,49279000.0,38569000.0,,58750000.0,27242000.0,,,,-25001000.0,21752000.0,,0.63,0.61,34687000.0,35614000.0,,47024000.0,,4875000.0,1788088000.0,1190912000.0,597176000.0,508829000.0,,549521000.0,,,,102793000.0,10278000.0,22421000.0,,,63877000.0,773039000.0,293552000.0,,,,134197000.0,,,,313527000.0,,30495000.0,1000591000.0,1015049000.0,,683140000.0,,-3436000.0,1115995000.0,34442000.0,71117000.0,176617000.0,,-2763000.0,,-82097000.0,,1882000.0,142985000.0,,,43508000.0,36472000.0,,0.0,,91757000.0,
