end_date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Research And Development,Selling General And Administration,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,ticker,Total Unusual Items,Total Unusual Items Excluding Goodwill,Special Income Charges,Write Off,Gain On Sale Of Security,Selling And Marketing Expense,General And Administrative Expense,Other Gand A,Restructuring And Mergern Acquisition,Earnings From Equity Interest,Other Operating Expenses,Depreciation Amortization Depletion Income Statement,Depreciation And Amortization In Income Statement,Amortization,Amortization Of Intangibles Income Statement,Salaries And Wages,Average Dilution Earnings,Net Income Discontinuous Operations,Gain On Sale Of Ppe,Provision For Doubtful Accounts,Earnings From Equity Interest Net Of Tax,Other Special Charges,Minority Interests,Gain On Sale Of Business,Total Other Finance Cost,Preferred Stock Dividends,Impairment Of Capital Assets,Otherunder Preferred Stock Dividend,cap_group
2023-12-31,-14350560.0,0.21,277488000.0,-18718000.0,160731000.0,1707243000.0,209152000.0,48421000.0,-48124000.0,48124000.0,,35267440.0,-18718000.0,2121799000.0,42316000.0,102744000.0,102744000.0,-0.18,-0.18,-18718000.0,-18718000.0,-18718000.0,-18718000.0,-18718000.0,19015000.0,297000.0,-62347000.0,5989000.0,-48124000.0,48124000.0,,110768000.0,302500000.0,27272000.0,226553000.0,413268000.0,1819299000.0,2232567000.0,2232567000.0,TTMI,-68336000.0,-68336000.0,-68336000.0,,,76922000.0,149631000.0,149631000.0,24352000.0,,,48675000.0,48675000.0,48675000.0,48675000.0,,,,0.0,,,1154000.0,,1270000.0,,,44100000.0,,small_cap
2022-12-31,10019100.0,0.21,314577000.0,94583000.0,133907000.0,1940271000.0,362287000.0,228380000.0,-45517000.0,45517000.0,,56892100.0,94583000.0,2332348000.0,210408000.0,103866000.0,102074000.0,0.91,0.93,94583000.0,94583000.0,94583000.0,94583000.0,94583000.0,88280000.0,182863000.0,65682000.0,17972000.0,-45517000.0,45517000.0,,162698000.0,295267000.0,24808000.0,233362000.0,457965000.0,2037081000.0,2495046000.0,2495046000.0,TTMI,47710000.0,47710000.0,47710000.0,,,75182000.0,158180000.0,158180000.0,4094000.0,,,37097000.0,37097000.0,37097000.0,37097000.0,,,0.0,51804000.0,,,,,0.0,,,0.0,,small_cap
2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TTMI,,,,,,,,,,,,,,,,,,0.0,0.0,,,15217000.0,,,,,,,small_cap
2024-10-31,557176.0,0.257,328386000.0,130688000.0,82805000.0,551000000.0,330554000.0,247749000.0,23729000.0,334000.0,24063000.0,129077176.0,130688000.0,645428000.0,221518000.0,62391000.0,61726000.0,2.09,2.12,130688000.0,130688000.0,130688000.0,183848000.0,183848000.0,63567000.0,247415000.0,2168000.0,,23729000.0,334000.0,24063000.0,221518000.0,94428000.0,16576000.0,77760000.0,315946000.0,551000000.0,866946000.0,866946000.0,PLAB,2168000.0,2168000.0,,,2168000.0,,,,,,92000.0,,,,,,0.0,,,,,,-53160000.0,,,,,,small_cap
2023-10-31,641160.0,0.26,348748000.0,125485000.0,80835000.0,555914000.0,351214000.0,270379000.0,14430000.0,433000.0,14863000.0,123660160.0,125485000.0,639026000.0,253050000.0,61755000.0,61139000.0,2.03,2.05,125485000.0,125485000.0,125485000.0,199634000.0,199634000.0,70312000.0,269946000.0,2466000.0,,14430000.0,433000.0,14863000.0,253050000.0,83112000.0,13654000.0,69458000.0,336162000.0,555914000.0,892076000.0,892076000.0,PLAB,2466000.0,2466000.0,,,2466000.0,,,,,,,,,,,,0.0,,,,,,-74149000.0,,,,,,small_cap
2022-10-31,6839746.411583,0.250137,293876000.0,118786000.0,80330000.0,530336000.0,321220000.0,240890000.0,-177000.0,1857000.0,1680000.0,98281746.411583,118786000.0,612683000.0,211866000.0,61189000.0,60559000.0,1.94,1.96,118786000.0,118786000.0,118786000.0,179242000.0,179242000.0,59791000.0,239033000.0,27344000.0,,-177000.0,1857000.0,1680000.0,211866000.0,82347000.0,18341000.0,63989000.0,294213000.0,530336000.0,824549000.0,824549000.0,PLAB,27344000.0,27344000.0,,,27344000.0,,,,,,17000.0,,,,,,0.0,,,,,,-60456000.0,,,,,,small_cap
2021-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLAB,,,,,,,,,,,-3525000.0,,,,,,0.0,,,,,,,,,,,,small_cap
2024-12-31,-562170.0,0.21,-9164000.0,-69818000.0,52487000.0,208085000.0,-11841000.0,-64328000.0,9358000.0,618000.0,9976000.0,-67703170.0,-69818000.0,473406000.0,-71668000.0,46908000.0,46908000.0,-1.49,-1.49,-69818000.0,-69818000.0,-69818000.0,-69818000.0,-69818000.0,4872000.0,-64946000.0,-2677000.0,,9358000.0,618000.0,9976000.0,-71627000.0,251921000.0,84797000.0,128037000.0,180294000.0,221485000.0,401779000.0,401779000.0,COHU,-2677000.0,-2677000.0,-282000.0,,-2395000.0,,,,41000.0,,,39087000.0,39087000.0,39087000.0,39087000.0,,,,,,,241000.0,,,,,,,small_cap
2023-12-31,-3087614.0,0.386,106941000.0,28156000.0,49744000.0,320065000.0,98942000.0,49198000.0,8122000.0,3382000.0,11504000.0,33067386.0,28156000.0,590629000.0,43272000.0,48025000.0,47486000.0,0.59,0.59,28156000.0,28156000.0,28156000.0,28156000.0,28156000.0,17660000.0,45816000.0,-7999000.0,,8122000.0,3382000.0,11504000.0,45693000.0,257175000.0,88571000.0,132249000.0,302868000.0,333454000.0,636322000.0,636322000.0,COHU,-7999000.0,-7999000.0,-2790000.0,,-5209000.0,,,,2421000.0,,,36355000.0,36355000.0,36355000.0,36355000.0,,,,,,,369000.0,,0.0,,,0.0,,small_cap
2022-12-31,169239.821647,0.23571,176190000.0,96847000.0,46016000.0,416618000.0,176908000.0,130892000.0,-165000.0,4177000.0,4012000.0,96298239.821647,96847000.0,686613000.0,125557000.0,48799000.0,48178000.0,1.98,2.01,96847000.0,96847000.0,96847000.0,96847000.0,96847000.0,29868000.0,126715000.0,718000.0,,-165000.0,4177000.0,4012000.0,126162000.0,257164000.0,92589000.0,131390000.0,383326000.0,429449000.0,812775000.0,812775000.0,COHU,718000.0,718000.0,-917000.0,,1635000.0,,,,605000.0,,,33185000.0,33185000.0,33185000.0,33185000.0,,,0.0,0.0,,,312000.0,,0.0,,,0.0,,small_cap
2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COHU,,,,,,,,,,,,,,,,,,0.0,0.0,,,3411000.0,0.0,70815000.0,,,100000.0,,small_cap
2024-09-30,-145830.0,0.015,81612000.0,22505000.0,33617000.0,174140000.0,71890000.0,38273000.0,-15415000.0,15415000.0,,32081170.0,22505000.0,375957000.0,48089000.0,36984000.0,36316000.0,0.61,0.62,22505000.0,22505000.0,22505000.0,22505000.0,22505000.0,353000.0,22858000.0,-9816000.0,-94000.0,-15415000.0,15415000.0,,48089000.0,201817000.0,60289000.0,141528000.0,249906000.0,174140000.0,424046000.0,424046000.0,DGII,-9722000.0,-9722000.0,-9722000.0,,,83278000.0,58250000.0,58250000.0,0.0,,,,,,,,,,,,,9722000.0,,,,,,,small_cap
2023-09-30,0.0,0.006,84110000.0,24770000.0,33956000.0,192646000.0,84110000.0,50154000.0,-25236000.0,25236000.0,,24770000.0,24770000.0,394754000.0,50095000.0,36869000.0,35820000.0,0.67,0.69,24770000.0,24770000.0,24770000.0,24770000.0,24770000.0,148000.0,24918000.0,59000.0,59000.0,-25236000.0,25236000.0,,50095000.0,202108000.0,58648000.0,143460000.0,252203000.0,192646000.0,444849000.0,444849000.0,DGII,0.0,0.0,0.0,,,81681000.0,61779000.0,61779000.0,0.0,,,,,,,,,,,,,,,,,,,,small_cap
2022-09-30,1302000.0,0.21,69690000.0,19383000.0,37572000.0,171939000.0,75890000.0,38318000.0,-19690000.0,19690000.0,11000.0,14485000.0,19383000.0,356205000.0,38220000.0,35995000.0,35031000.0,0.54,0.55,19383000.0,19383000.0,19383000.0,19383000.0,19383000.0,-755000.0,18628000.0,6298000.0,98000.0,-19690000.0,19690000.0,11000.0,32020000.0,184266000.0,55098000.0,129168000.0,216286000.0,171939000.0,388225000.0,388225000.0,DGII,6200000.0,6200000.0,6200000.0,,,70366000.0,58802000.0,58802000.0,-6200000.0,,,,,,,,,,,,,,,,,,,,small_cap
2021-09-30,,,,,,,,,,,10000.0,,,,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,DGII,,,,,,,,,5772000.0,,,,,,,,,,,,,,,,,,,,small_cap
2024-12-31,-791095.0,0.205,86202000.0,40960000.0,16457000.0,332434000.0,82343000.0,65886000.0,676000.0,4078000.0,4754000.0,44027905.0,40960000.0,466636000.0,64297000.0,12615000.0,12615000.0,3.1,3.1,40960000.0,40960000.0,40960000.0,49192000.0,49192000.0,12616000.0,61808000.0,-7024000.0,-3165000.0,676000.0,4078000.0,4754000.0,68156000.0,134202000.0,23586000.0,110616000.0,202358000.0,332434000.0,534792000.0,534792000.0,BELFB,-3859000.0,-3859000.0,-3859000.0,0.0,,,,,3459000.0,,,,,,,,,,0.0,,,,-8232000.0,0.0,,,400000.0,,small_cap
2023-12-31,-605910.0,0.114,104777000.0,73831000.0,13312000.0,423964000.0,99462000.0,86150000.0,-1153000.0,2850000.0,1697000.0,78540090.0,73831000.0,545542000.0,87976000.0,12776000.0,12776000.0,5.83,5.83,73831000.0,73831000.0,73831000.0,73831000.0,73831000.0,9469000.0,83300000.0,-9818000.0,-4503000.0,-1153000.0,2850000.0,1697000.0,94271000.0,121578000.0,22487000.0,99091000.0,215849000.0,423964000.0,639813000.0,639813000.0,BELFB,-5315000.0,-5315000.0,-5315000.0,0.0,,,,,10114000.0,,,,,,,,,,3819000.0,,,,0.0,980000.0,,,0.0,,small_cap
2022-12-31,-618408.0,0.108,83027000.0,52689000.0,14863000.0,470780000.0,77301000.0,62438000.0,-3202000.0,3379000.0,177000.0,57796592.0,52689000.0,583360000.0,65147000.0,12537000.0,12537000.0,4.24,4.24,52689000.0,52689000.0,52689000.0,52689000.0,52689000.0,6370000.0,59059000.0,-8612000.0,-2886000.0,-3202000.0,3379000.0,177000.0,70873000.0,112580000.0,20238000.0,92342000.0,183453000.0,470780000.0,654233000.0,654233000.0,BELFB,-5726000.0,-5726000.0,-5726000.0,,,,,,7322000.0,,,,,,,,,,1596000.0,,,,0.0,0.0,,,0.0,,small_cap
2024-07-31,-5362119.0,0.081,22063000.0,-99985000.0,33313000.0,371065000.0,-44136000.0,-77449000.0,-22831000.0,22831000.0,,-39148119.0,-99985000.0,551653000.0,-79890000.0,28799000.0,28799000.0,-4.7,-4.7,-135440000.0,-135440000.0,-99985000.0,-99985000.0,-99985000.0,-295000.0,-100280000.0,-66199000.0,,-22831000.0,22831000.0,,-11250000.0,168429000.0,24077000.0,123198000.0,157179000.0,383224000.0,540403000.0,540403000.0,CMTL,-66199000.0,-66199000.0,-70472000.0,1832000.0,4273000.0,,,,2916000.0,,,21154000.0,21154000.0,21154000.0,21154000.0,,,,,,,,,-1199000.0,,11551000.0,64525000.0,23904000.0,small_cap
2023-07-31,-1163520.0,0.128,27748000.0,-26899000.0,33318000.0,353612000.0,18658000.0,-14660000.0,-16187000.0,16187000.0,,-18972520.0,-26899000.0,555564000.0,-14660000.0,28002000.0,28002000.0,-1.21,-1.21,-33906000.0,-33906000.0,-26899000.0,-26899000.0,-26899000.0,-3948000.0,-30847000.0,-9090000.0,,-16187000.0,16187000.0,,-5570000.0,190030000.0,48631000.0,120003000.0,184460000.0,365534000.0,549994000.0,549994000.0,CMTL,-9090000.0,-9090000.0,-9090000.0,0.0,,,,,9090000.0,,,21396000.0,21396000.0,21396000.0,21396000.0,,,,,,,,,0.0,,7007000.0,0.0,0.0,small_cap
2022-07-31,-2593873.0,0.109,23463000.0,-33052000.0,31710000.0,296089000.0,-334000.0,-32044000.0,-4328000.0,5031000.0,703000.0,-11848873.0,-33052000.0,495189000.0,-33752000.0,26506000.0,26506000.0,-1.63,-1.63,-43268000.0,-43268000.0,-33052000.0,-33052000.0,-33052000.0,-4023000.0,-37075000.0,-23797000.0,,-4328000.0,5031000.0,703000.0,-8950000.0,188786000.0,52532000.0,114858000.0,179836000.0,306403000.0,486239000.0,486239000.0,CMTL,-23797000.0,-23797000.0,-24802000.0,0.0,1005000.0,,,,13554000.0,,,21396000.0,21396000.0,21396000.0,21396000.0,,,,,,,11248000.0,,0.0,,5204000.0,0.0,5012000.0,small_cap
2021-07-31,,,,,,,,,,,139000.0,,,,,,,,,,,,,,,,,,,,139000.0,,,,,,,,,CMTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_cap
2024-12-31,-864248.0,0.184,108436000.0,55472000.0,30922000.0,327201000.0,103739000.0,72817000.0,46000.0,4236000.0,4282000.0,59304752.0,55472000.0,438874000.0,71185000.0,30717000.0,30408000.0,1.81,1.82,55472000.0,55472000.0,55472000.0,55472000.0,55472000.0,13109000.0,68581000.0,-7347000.0,-2650000.0,46000.0,4236000.0,4282000.0,75882000.0,111673000.0,23388000.0,88285000.0,187555000.0,327201000.0,514756000.0,514756000.0,CTS,-4697000.0,-4697000.0,-4697000.0,,,,,,4697000.0,,,,,,,,,,,,,,,,,,,,small_cap
2023-12-31,-1376245.179833,0.19455,114268000.0,60532000.0,28710000.0,359563000.0,107194000.0,78484000.0,1294000.0,3331000.0,4625000.0,66229754.820167,60532000.0,468297000.0,75051000.0,31579000.0,31359000.0,1.92,1.93,60532000.0,60532000.0,60532000.0,60532000.0,60532000.0,14621000.0,75153000.0,-8266000.0,-1192000.0,1294000.0,3331000.0,4625000.0,82125000.0,108734000.0,24918000.0,83816000.0,190859000.0,359563000.0,550422000.0,550422000.0,CTS,-7074000.0,-7074000.0,-7074000.0,,,,,,7074000.0,,,,,,,,,,,,,,,,,,,,small_cap
2022-12-31,-500944.0,0.262,114594000.0,59575000.0,29753000.0,376331000.0,112682000.0,82929000.0,-866000.0,2192000.0,1326000.0,60986056.0,59575000.0,491951000.0,93006000.0,32238000.0,31968000.0,1.85,1.86,59575000.0,59575000.0,59575000.0,59575000.0,59575000.0,21162000.0,80737000.0,-13315000.0,-11403000.0,-866000.0,2192000.0,1326000.0,94918000.0,115620000.0,24100000.0,91520000.0,210538000.0,376331000.0,586869000.0,586869000.0,CTS,-1912000.0,-1912000.0,-1912000.0,,,,,,1912000.0,,,,,,,,,,,,,,,,,,,,small_cap
2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTS,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,small_cap
